	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	9	1	10	0	9.06	9.00	11.111111111111114	0.0	800	900
1	9	1	10	0	9.06	9.00	11.111111111111114	0.0	850	900
2	9	1	10	0	9.06	9.00	11.111111111111114	0.0	900	900
3	9	1	10	0	9.06	9.00	11.111111111111114	0.0	950	900
4	9	1	10	0	9.06	9.00	11.111111111111114	0.0	1000	900
5	9	1	10	0	9.06	9.00	11.111111111111114	0.0	800	950
6	9	1	10	0	9.06	9.00	11.111111111111114	0.0	850	950
7	9	1	10	0	9.06	9.00	11.111111111111114	0.0	900	950
8	9	1	10	0	9.06	9.00	11.111111111111114	0.0	950	950
9	9	1	10	0	9.06	9.00	11.111111111111114	0.0	1000	950
10	9	1	10	0	9.06	9.00	11.111111111111114	0.0	800	1000
11	9	1	10	0	9.06	9.00	11.111111111111114	0.0	850	1000
12	9	1	10	0	9.06	9.00	11.111111111111114	0.0	900	1000
13	9	1	10	0	9.06	9.00	11.111111111111114	0.0	950	1000
14	9	1	10	0	9.06	9.00	11.111111111111114	0.0	1000	1000
15	9	1	10	0	9.06	9.00	11.111111111111114	0.0	800	1050
16	9	1	10	0	9.06	9.00	11.111111111111114	0.0	850	1050
17	9	1	10	0	9.06	9.00	11.111111111111114	0.0	900	1050
18	9	1	10	0	9.06	9.00	11.111111111111114	0.0	950	1050
19	9	1	10	0	9.06	9.00	11.111111111111114	0.0	1000	1050
20	9	1	10	0	9.06	9.00	11.111111111111114	0.0	800	1100
21	9	1	10	0	9.06	9.00	11.111111111111114	0.0	850	1100
22	9	1	10	0	9.06	9.00	11.111111111111114	0.0	900	1100
23	9	1	10	0	9.06	9.00	11.111111111111114	0.0	950	1100
24	9	1	10	0	9.06	9.00	11.111111111111114	0.0	1000	1100
