	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	9	11	10	11	1.58	1.50	77.77777777777777	90.0	3	800
1	9	10	10	9	1.00	1.00	88.88888888888889	90.0	4	800
2	9	9	10	7	2.12	1.50	100.0	70.0	5	800
3	9	8	10	6	2.92	2.50	88.88888888888889	60.0	6	800
4	9	5	10	5	4.53	4.50	55.55555555555556	50.0	7	800
5	9	11	10	11	1.58	1.50	77.77777777777777	90.0	3	850
6	9	10	10	9	1.00	1.00	88.88888888888889	90.0	4	850
7	9	9	10	7	2.12	1.50	100.0	70.0	5	850
8	9	8	10	6	2.92	2.50	88.88888888888889	60.0	6	850
9	9	5	10	5	4.53	4.50	55.55555555555556	50.0	7	850
10	9	11	10	11	1.58	1.50	77.77777777777777	90.0	3	900
11	9	10	10	9	1.00	1.00	88.88888888888889	90.0	4	900
12	9	9	10	7	2.12	1.50	100.0	70.0	5	900
13	9	8	10	6	2.92	2.50	88.88888888888889	60.0	6	900
14	9	5	10	5	4.53	4.50	55.55555555555556	50.0	7	900
15	9	11	10	11	1.58	1.50	77.77777777777777	90.0	3	950
16	9	10	10	9	1.00	1.00	88.88888888888889	90.0	4	950
17	9	9	10	7	2.12	1.50	100.0	70.0	5	950
18	9	8	10	6	2.92	2.50	88.88888888888889	60.0	6	950
19	9	5	10	5	4.53	4.50	55.55555555555556	50.0	7	950
20	9	11	10	11	1.58	1.50	77.77777777777777	90.0	3	1000
21	9	10	10	9	1.00	1.00	88.88888888888889	90.0	4	1000
22	9	9	10	7	2.12	1.50	100.0	70.0	5	1000
23	9	8	10	6	2.92	2.50	88.88888888888889	60.0	6	1000
24	9	5	10	5	4.53	4.50	55.55555555555556	50.0	7	1000
25	9	11	10	11	1.58	1.50	77.77777777777777	90.0	3	1050
26	9	10	10	9	1.00	1.00	88.88888888888889	90.0	4	1050
27	9	9	10	7	2.12	1.50	100.0	70.0	5	1050
28	9	8	10	6	2.92	2.50	88.88888888888889	60.0	6	1050
29	9	5	10	5	4.53	4.50	55.55555555555556	50.0	7	1050
30	9	11	10	11	1.58	1.50	77.77777777777777	90.0	3	1100
31	9	10	10	9	1.00	1.00	88.88888888888889	90.0	4	1100
32	9	9	10	7	2.12	1.50	100.0	70.0	5	1100
33	9	8	10	6	2.92	2.50	88.88888888888889	60.0	6	1100
34	9	5	10	5	4.53	4.50	55.55555555555556	50.0	7	1100
35	9	11	10	11	1.58	1.50	77.77777777777777	90.0	3	1150
36	9	10	10	9	1.00	1.00	88.88888888888889	90.0	4	1150
37	9	9	10	7	2.12	1.50	100.0	70.0	5	1150
38	9	8	10	6	2.92	2.50	88.88888888888889	60.0	6	1150
39	9	5	10	5	4.53	4.50	55.55555555555556	50.0	7	1150
40	9	11	10	11	1.58	1.50	77.77777777777777	90.0	3	1200
41	9	10	10	9	1.00	1.00	88.88888888888889	90.0	4	1200
42	9	9	10	7	2.12	1.50	100.0	70.0	5	1200
43	9	8	10	6	2.92	2.50	88.88888888888889	60.0	6	1200
44	9	5	10	5	4.53	4.50	55.55555555555556	50.0	7	1200
45	9	12	10	11	2.24	2.00	66.66666666666667	90.0	3	1250
46	9	11	10	9	1.58	1.50	77.77777777777777	90.0	4	1250
47	9	9	10	7	2.12	1.50	100.0	70.0	5	1250
48	9	8	10	6	2.92	2.50	88.88888888888889	60.0	6	1250
49	9	5	10	5	4.53	4.50	55.55555555555556	50.0	7	1250
