	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	4	5	8	8	0.71	0.50	75.0	100.0	3	800
1	4	5	8	8	0.71	0.50	75.0	100.0	4	800
2	4	5	8	7	1.00	1.00	75.0	87.5	5	800
3	4	4	8	5	2.12	1.50	100.0	62.5	6	800
4	4	3	8	3	3.61	3.00	75.0	37.5	7	800
5	4	5	8	8	0.71	0.50	75.0	100.0	3	850
6	4	5	8	8	0.71	0.50	75.0	100.0	4	850
7	4	5	8	7	1.00	1.00	75.0	87.5	5	850
8	4	4	8	5	2.12	1.50	100.0	62.5	6	850
9	4	3	8	3	3.61	3.00	75.0	37.5	7	850
10	4	5	8	8	0.71	0.50	75.0	100.0	3	900
11	4	5	8	8	0.71	0.50	75.0	100.0	4	900
12	4	5	8	7	1.00	1.00	75.0	87.5	5	900
13	4	4	8	5	2.12	1.50	100.0	62.5	6	900
14	4	3	8	3	3.61	3.00	75.0	37.5	7	900
15	4	5	8	8	0.71	0.50	75.0	100.0	3	950
16	4	5	8	8	0.71	0.50	75.0	100.0	4	950
17	4	5	8	7	1.00	1.00	75.0	87.5	5	950
18	4	4	8	5	2.12	1.50	100.0	62.5	6	950
19	4	3	8	3	3.61	3.00	75.0	37.5	7	950
20	4	6	8	8	1.41	1.00	50.0	100.0	3	1000
21	4	6	8	8	1.41	1.00	50.0	100.0	4	1000
22	4	6	8	7	1.58	1.50	50.0	87.5	5	1000
23	4	4	8	5	2.12	1.50	100.0	62.5	6	1000
24	4	3	8	3	3.61	3.00	75.0	37.5	7	1000
25	4	6	8	8	1.41	1.00	50.0	100.0	3	1050
26	4	6	8	8	1.41	1.00	50.0	100.0	4	1050
27	4	6	8	7	1.58	1.50	50.0	87.5	5	1050
28	4	4	8	5	2.12	1.50	100.0	62.5	6	1050
29	4	3	8	3	3.61	3.00	75.0	37.5	7	1050
30	4	7	8	8	2.12	1.50	25.0	100.0	3	1100
31	4	7	8	8	2.12	1.50	25.0	100.0	4	1100
32	4	6	8	7	1.58	1.50	50.0	87.5	5	1100
33	4	4	8	5	2.12	1.50	100.0	62.5	6	1100
34	4	3	8	3	3.61	3.00	75.0	37.5	7	1100
35	4	7	8	8	2.12	1.50	25.0	100.0	3	1150
36	4	7	8	8	2.12	1.50	25.0	100.0	4	1150
37	4	6	8	7	1.58	1.50	50.0	87.5	5	1150
38	4	4	8	5	2.12	1.50	100.0	62.5	6	1150
39	4	3	8	3	3.61	3.00	75.0	37.5	7	1150
40	4	7	8	8	2.12	1.50	25.0	100.0	3	1200
41	4	7	8	8	2.12	1.50	25.0	100.0	4	1200
42	4	6	8	7	1.58	1.50	50.0	87.5	5	1200
43	4	4	8	5	2.12	1.50	100.0	62.5	6	1200
44	4	3	8	3	3.61	3.00	75.0	37.5	7	1200
45	4	7	8	8	2.12	1.50	25.0	100.0	3	1250
46	4	7	8	8	2.12	1.50	25.0	100.0	4	1250
47	4	6	8	7	1.58	1.50	50.0	87.5	5	1250
48	4	4	8	5	2.12	1.50	100.0	62.5	6	1250
49	4	3	8	3	3.61	3.00	75.0	37.5	7	1250
