	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	13	13	11	14	2.12	1.50	100.0	72.72727272727273	3	800
1	13	13	11	13	1.41	1.00	100.0	81.81818181818181	4	800
2	13	12	11	12	1.00	1.00	92.3076923076923	90.9090909090909	5	800
3	13	11	11	9	2.00	2.00	84.61538461538461	81.81818181818181	6	800
4	13	10	11	9	2.55	2.50	76.92307692307692	81.81818181818181	7	800
5	13	13	11	15	2.83	2.00	100.0	63.63636363636363	3	850
6	13	13	11	14	2.12	1.50	100.0	72.72727272727273	4	850
7	13	12	11	13	1.58	1.50	92.3076923076923	81.81818181818181	5	850
8	13	11	11	10	1.58	1.50	84.61538461538461	90.9090909090909	6	850
9	13	10	11	10	2.24	2.00	76.92307692307692	90.9090909090909	7	850
10	13	13	11	15	2.83	2.00	100.0	63.63636363636363	3	900
11	13	13	11	14	2.12	1.50	100.0	72.72727272727273	4	900
12	13	12	11	13	1.58	1.50	92.3076923076923	81.81818181818181	5	900
13	13	11	11	10	1.58	1.50	84.61538461538461	90.9090909090909	6	900
14	13	10	11	10	2.24	2.00	76.92307692307692	90.9090909090909	7	900
15	13	13	11	15	2.83	2.00	100.0	63.63636363636363	3	950
16	13	13	11	14	2.12	1.50	100.0	72.72727272727273	4	950
17	13	12	11	13	1.58	1.50	92.3076923076923	81.81818181818181	5	950
18	13	11	11	10	1.58	1.50	84.61538461538461	90.9090909090909	6	950
19	13	10	11	10	2.24	2.00	76.92307692307692	90.9090909090909	7	950
20	13	14	11	15	2.92	2.50	92.3076923076923	63.63636363636363	3	1000
21	13	14	11	14	2.24	2.00	92.3076923076923	72.72727272727273	4	1000
22	13	13	11	13	1.41	1.00	100.0	81.81818181818181	5	1000
23	13	12	11	10	1.00	1.00	92.3076923076923	90.9090909090909	6	1000
24	13	11	11	10	1.58	1.50	84.61538461538461	90.9090909090909	7	1000
25	13	14	11	15	2.92	2.50	92.3076923076923	63.63636363636363	3	1050
26	13	14	11	14	2.24	2.00	92.3076923076923	72.72727272727273	4	1050
27	13	13	11	13	1.41	1.00	100.0	81.81818181818181	5	1050
28	13	12	11	10	1.00	1.00	92.3076923076923	90.9090909090909	6	1050
29	13	11	11	10	1.58	1.50	84.61538461538461	90.9090909090909	7	1050
30	13	14	11	15	2.92	2.50	92.3076923076923	63.63636363636363	3	1100
31	13	14	11	14	2.24	2.00	92.3076923076923	72.72727272727273	4	1100
32	13	13	11	13	1.41	1.00	100.0	81.81818181818181	5	1100
33	13	12	11	10	1.00	1.00	92.3076923076923	90.9090909090909	6	1100
34	13	11	11	10	1.58	1.50	84.61538461538461	90.9090909090909	7	1100
35	13	14	11	15	2.92	2.50	92.3076923076923	63.63636363636363	3	1150
36	13	14	11	14	2.24	2.00	92.3076923076923	72.72727272727273	4	1150
37	13	13	11	13	1.41	1.00	100.0	81.81818181818181	5	1150
38	13	12	11	10	1.00	1.00	92.3076923076923	90.9090909090909	6	1150
39	13	11	11	10	1.58	1.50	84.61538461538461	90.9090909090909	7	1150
40	13	14	11	15	2.92	2.50	92.3076923076923	63.63636363636363	3	1200
41	13	14	11	14	2.24	2.00	92.3076923076923	72.72727272727273	4	1200
42	13	13	11	13	1.41	1.00	100.0	81.81818181818181	5	1200
43	13	12	11	10	1.00	1.00	92.3076923076923	90.9090909090909	6	1200
44	13	11	11	10	1.58	1.50	84.61538461538461	90.9090909090909	7	1200
45	13	14	11	15	2.92	2.50	92.3076923076923	63.63636363636363	3	1250
46	13	14	11	14	2.24	2.00	92.3076923076923	72.72727272727273	4	1250
47	13	13	11	13	1.41	1.00	100.0	81.81818181818181	5	1250
48	13	12	11	10	1.00	1.00	92.3076923076923	90.9090909090909	6	1250
49	13	11	11	10	1.58	1.50	84.61538461538461	90.9090909090909	7	1250
