	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	8	7	7	13	4.30	3.50	87.5	14.285714285714292	3	800
1	8	6	7	11	3.16	3.00	75.0	42.85714285714286	4	800
2	8	5	7	8	2.24	2.00	62.5	85.71428571428572	5	800
3	8	3	7	6	3.61	3.00	37.5	85.71428571428572	6	800
4	8	3	7	6	3.61	3.00	37.5	85.71428571428572	7	800
5	8	7	7	14	5.00	4.00	87.5	0.0	3	850
6	8	6	7	11	3.16	3.00	75.0	42.85714285714286	4	850
7	8	5	7	8	2.24	2.00	62.5	85.71428571428572	5	850
8	8	3	7	6	3.61	3.00	37.5	85.71428571428572	6	850
9	8	3	7	6	3.61	3.00	37.5	85.71428571428572	7	850
10	8	7	7	14	5.00	4.00	87.5	0.0	3	900
11	8	6	7	11	3.16	3.00	75.0	42.85714285714286	4	900
12	8	5	7	8	2.24	2.00	62.5	85.71428571428572	5	900
13	8	3	7	6	3.61	3.00	37.5	85.71428571428572	6	900
14	8	3	7	6	3.61	3.00	37.5	85.71428571428572	7	900
15	8	7	7	14	5.00	4.00	87.5	0.0	3	950
16	8	6	7	11	3.16	3.00	75.0	42.85714285714286	4	950
17	8	5	7	8	2.24	2.00	62.5	85.71428571428572	5	950
18	8	3	7	6	3.61	3.00	37.5	85.71428571428572	6	950
19	8	3	7	6	3.61	3.00	37.5	85.71428571428572	7	950
20	8	8	7	14	4.95	3.50	100.0	0.0	3	1000
21	8	7	7	11	2.92	2.50	87.5	42.85714285714286	4	1000
22	8	6	7	8	1.58	1.50	75.0	85.71428571428572	5	1000
23	8	3	7	6	3.61	3.00	37.5	85.71428571428572	6	1000
24	8	3	7	6	3.61	3.00	37.5	85.71428571428572	7	1000
25	8	8	7	14	4.95	3.50	100.0	0.0	3	1050
26	8	7	7	11	2.92	2.50	87.5	42.85714285714286	4	1050
27	8	6	7	8	1.58	1.50	75.0	85.71428571428572	5	1050
28	8	3	7	6	3.61	3.00	37.5	85.71428571428572	6	1050
29	8	3	7	6	3.61	3.00	37.5	85.71428571428572	7	1050
30	8	8	7	15	5.66	4.00	100.0	-14.285714285714278	3	1100
31	8	7	7	12	3.61	3.00	87.5	28.57142857142857	4	1100
32	8	6	7	9	2.00	2.00	75.0	71.42857142857143	5	1100
33	8	3	7	7	3.54	2.50	37.5	100.0	6	1100
34	8	3	7	7	3.54	2.50	37.5	100.0	7	1100
35	8	8	7	15	5.66	4.00	100.0	-14.285714285714278	3	1150
36	8	7	7	12	3.61	3.00	87.5	28.57142857142857	4	1150
37	8	6	7	9	2.00	2.00	75.0	71.42857142857143	5	1150
38	8	3	7	7	3.54	2.50	37.5	100.0	6	1150
39	8	3	7	7	3.54	2.50	37.5	100.0	7	1150
40	8	8	7	15	5.66	4.00	100.0	-14.285714285714278	3	1200
41	8	7	7	12	3.61	3.00	87.5	28.57142857142857	4	1200
42	8	6	7	9	2.00	2.00	75.0	71.42857142857143	5	1200
43	8	3	7	7	3.54	2.50	37.5	100.0	6	1200
44	8	3	7	7	3.54	2.50	37.5	100.0	7	1200
45	8	8	7	15	5.66	4.00	100.0	-14.285714285714278	3	1250
46	8	7	7	12	3.61	3.00	87.5	28.57142857142857	4	1250
47	8	6	7	9	2.00	2.00	75.0	71.42857142857143	5	1250
48	8	3	7	7	3.54	2.50	37.5	100.0	6	1250
49	8	3	7	7	3.54	2.50	37.5	100.0	7	1250
