	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	5	4	4	5	1.00	1.00	80.0	75.0	3	800
1	5	3	4	5	1.58	1.50	60.0	75.0	4	800
2	5	3	4	4	1.41	1.00	60.0	100.0	5	800
3	5	2	4	4	2.12	1.50	40.0	100.0	6	800
4	5	2	4	3	2.24	2.00	40.0	75.0	7	800
5	5	4	4	5	1.00	1.00	80.0	75.0	3	850
6	5	3	4	5	1.58	1.50	60.0	75.0	4	850
7	5	3	4	4	1.41	1.00	60.0	100.0	5	850
8	5	2	4	4	2.12	1.50	40.0	100.0	6	850
9	5	2	4	3	2.24	2.00	40.0	75.0	7	850
10	5	4	4	5	1.00	1.00	80.0	75.0	3	900
11	5	3	4	5	1.58	1.50	60.0	75.0	4	900
12	5	3	4	4	1.41	1.00	60.0	100.0	5	900
13	5	2	4	4	2.12	1.50	40.0	100.0	6	900
14	5	2	4	3	2.24	2.00	40.0	75.0	7	900
15	5	4	4	5	1.00	1.00	80.0	75.0	3	950
16	5	3	4	5	1.58	1.50	60.0	75.0	4	950
17	5	3	4	4	1.41	1.00	60.0	100.0	5	950
18	5	2	4	4	2.12	1.50	40.0	100.0	6	950
19	5	2	4	3	2.24	2.00	40.0	75.0	7	950
20	5	4	4	5	1.00	1.00	80.0	75.0	3	1000
21	5	3	4	5	1.58	1.50	60.0	75.0	4	1000
22	5	3	4	4	1.41	1.00	60.0	100.0	5	1000
23	5	2	4	4	2.12	1.50	40.0	100.0	6	1000
24	5	2	4	3	2.24	2.00	40.0	75.0	7	1000
25	5	4	4	5	1.00	1.00	80.0	75.0	3	1050
26	5	3	4	5	1.58	1.50	60.0	75.0	4	1050
27	5	3	4	4	1.41	1.00	60.0	100.0	5	1050
28	5	2	4	4	2.12	1.50	40.0	100.0	6	1050
29	5	2	4	3	2.24	2.00	40.0	75.0	7	1050
30	5	4	4	5	1.00	1.00	80.0	75.0	3	1100
31	5	3	4	5	1.58	1.50	60.0	75.0	4	1100
32	5	3	4	4	1.41	1.00	60.0	100.0	5	1100
33	5	2	4	4	2.12	1.50	40.0	100.0	6	1100
34	5	2	4	3	2.24	2.00	40.0	75.0	7	1100
35	5	4	4	5	1.00	1.00	80.0	75.0	3	1150
36	5	3	4	5	1.58	1.50	60.0	75.0	4	1150
37	5	3	4	4	1.41	1.00	60.0	100.0	5	1150
38	5	2	4	4	2.12	1.50	40.0	100.0	6	1150
39	5	2	4	3	2.24	2.00	40.0	75.0	7	1150
40	5	4	4	5	1.00	1.00	80.0	75.0	3	1200
41	5	3	4	5	1.58	1.50	60.0	75.0	4	1200
42	5	3	4	4	1.41	1.00	60.0	100.0	5	1200
43	5	2	4	4	2.12	1.50	40.0	100.0	6	1200
44	5	2	4	3	2.24	2.00	40.0	75.0	7	1200
45	5	4	4	5	1.00	1.00	80.0	75.0	3	1250
46	5	3	4	5	1.58	1.50	60.0	75.0	4	1250
47	5	3	4	4	1.41	1.00	60.0	100.0	5	1250
48	5	2	4	4	2.12	1.50	40.0	100.0	6	1250
49	5	2	4	3	2.24	2.00	40.0	75.0	7	1250
