	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	enough_zero	delta
0	8	4	3	5	3.16	3.00	50.0	33.33333333333334	3	800
1	8	4	3	5	3.16	3.00	50.0	33.33333333333334	4	800
2	8	3	3	4	3.61	3.00	37.5	66.66666666666667	5	800
3	8	3	3	3	3.54	2.50	37.5	100.0	6	800
4	8	3	3	3	3.54	2.50	37.5	100.0	7	800
5	8	4	3	5	3.16	3.00	50.0	33.33333333333334	3	850
6	8	4	3	5	3.16	3.00	50.0	33.33333333333334	4	850
7	8	3	3	4	3.61	3.00	37.5	66.66666666666667	5	850
8	8	3	3	3	3.54	2.50	37.5	100.0	6	850
9	8	3	3	3	3.54	2.50	37.5	100.0	7	850
10	8	4	3	5	3.16	3.00	50.0	33.33333333333334	3	900
11	8	4	3	5	3.16	3.00	50.0	33.33333333333334	4	900
12	8	3	3	4	3.61	3.00	37.5	66.66666666666667	5	900
13	8	3	3	3	3.54	2.50	37.5	100.0	6	900
14	8	3	3	3	3.54	2.50	37.5	100.0	7	900
15	8	4	3	5	3.16	3.00	50.0	33.33333333333334	3	950
16	8	4	3	5	3.16	3.00	50.0	33.33333333333334	4	950
17	8	3	3	4	3.61	3.00	37.5	66.66666666666667	5	950
18	8	3	3	3	3.54	2.50	37.5	100.0	6	950
19	8	3	3	3	3.54	2.50	37.5	100.0	7	950
20	8	4	3	5	3.16	3.00	50.0	33.33333333333334	3	1000
21	8	4	3	5	3.16	3.00	50.0	33.33333333333334	4	1000
22	8	3	3	4	3.61	3.00	37.5	66.66666666666667	5	1000
23	8	3	3	3	3.54	2.50	37.5	100.0	6	1000
24	8	3	3	3	3.54	2.50	37.5	100.0	7	1000
25	8	4	3	5	3.16	3.00	50.0	33.33333333333334	3	1050
26	8	4	3	5	3.16	3.00	50.0	33.33333333333334	4	1050
27	8	3	3	4	3.61	3.00	37.5	66.66666666666667	5	1050
28	8	3	3	3	3.54	2.50	37.5	100.0	6	1050
29	8	3	3	3	3.54	2.50	37.5	100.0	7	1050
30	8	4	3	5	3.16	3.00	50.0	33.33333333333334	3	1100
31	8	4	3	5	3.16	3.00	50.0	33.33333333333334	4	1100
32	8	3	3	4	3.61	3.00	37.5	66.66666666666667	5	1100
33	8	3	3	3	3.54	2.50	37.5	100.0	6	1100
34	8	3	3	3	3.54	2.50	37.5	100.0	7	1100
35	8	4	3	5	3.16	3.00	50.0	33.33333333333334	3	1150
36	8	4	3	5	3.16	3.00	50.0	33.33333333333334	4	1150
37	8	3	3	4	3.61	3.00	37.5	66.66666666666667	5	1150
38	8	3	3	3	3.54	2.50	37.5	100.0	6	1150
39	8	3	3	3	3.54	2.50	37.5	100.0	7	1150
40	8	4	3	5	3.16	3.00	50.0	33.33333333333334	3	1200
41	8	4	3	5	3.16	3.00	50.0	33.33333333333334	4	1200
42	8	3	3	4	3.61	3.00	37.5	66.66666666666667	5	1200
43	8	3	3	3	3.54	2.50	37.5	100.0	6	1200
44	8	3	3	3	3.54	2.50	37.5	100.0	7	1200
45	8	4	3	5	3.16	3.00	50.0	33.33333333333334	3	1250
46	8	4	3	5	3.16	3.00	50.0	33.33333333333334	4	1250
47	8	3	3	4	3.61	3.00	37.5	66.66666666666667	5	1250
48	8	3	3	3	3.54	2.50	37.5	100.0	6	1250
49	8	3	3	3	3.54	2.50	37.5	100.0	7	1250
