	REAL IN	IN	REAL OUT	OUT	RMSE	MAE	ACC. IN	ACC.OUT	span	delta
0	1	1	4	3	0.71	0.50	100.0	75.0	950	950
1	1	1	4	3	0.71	0.50	100.0	75.0	1000	950
2	1	1	4	3	0.71	0.50	100.0	75.0	1050	950
3	1	1	4	3	0.71	0.50	100.0	75.0	1100	950
4	1	1	4	3	0.71	0.50	100.0	75.0	1150	950
5	1	1	4	3	0.71	0.50	100.0	75.0	1200	950
6	1	1	4	3	0.71	0.50	100.0	75.0	950	1000
7	1	1	4	3	0.71	0.50	100.0	75.0	1000	1000
8	1	1	4	3	0.71	0.50	100.0	75.0	1050	1000
9	1	1	4	3	0.71	0.50	100.0	75.0	1100	1000
10	1	1	4	3	0.71	0.50	100.0	75.0	1150	1000
11	1	1	4	3	0.71	0.50	100.0	75.0	1200	1000
12	1	1	4	3	0.71	0.50	100.0	75.0	950	1050
13	1	1	4	3	0.71	0.50	100.0	75.0	1000	1050
14	1	1	4	3	0.71	0.50	100.0	75.0	1050	1050
15	1	1	4	3	0.71	0.50	100.0	75.0	1100	1050
16	1	1	4	3	0.71	0.50	100.0	75.0	1150	1050
17	1	1	4	3	0.71	0.50	100.0	75.0	1200	1050
18	1	1	4	3	0.71	0.50	100.0	75.0	950	1100
19	1	1	4	3	0.71	0.50	100.0	75.0	1000	1100
20	1	1	4	3	0.71	0.50	100.0	75.0	1050	1100
21	1	1	4	3	0.71	0.50	100.0	75.0	1100	1100
22	1	1	4	3	0.71	0.50	100.0	75.0	1150	1100
23	1	1	4	3	0.71	0.50	100.0	75.0	1200	1100
24	1	1	4	3	0.71	0.50	100.0	75.0	950	1150
25	1	1	4	3	0.71	0.50	100.0	75.0	1000	1150
26	1	1	4	3	0.71	0.50	100.0	75.0	1050	1150
27	1	1	4	3	0.71	0.50	100.0	75.0	1100	1150
28	1	1	4	3	0.71	0.50	100.0	75.0	1150	1150
29	1	1	4	3	0.71	0.50	100.0	75.0	1200	1150
30	1	1	4	3	0.71	0.50	100.0	75.0	950	1200
31	1	1	4	3	0.71	0.50	100.0	75.0	1000	1200
32	1	1	4	3	0.71	0.50	100.0	75.0	1050	1200
33	1	1	4	3	0.71	0.50	100.0	75.0	1100	1200
34	1	1	4	3	0.71	0.50	100.0	75.0	1150	1200
35	1	1	4	3	0.71	0.50	100.0	75.0	1200	1200
