,REAL IN,IN,REAL OUT,OUT,RMSE,MAE,ACC. IN,ACC.OUT,enough_zero,delta
0,4,4,6,6,0.00,0.00,100.0,100.0,3,800
1,4,3,6,6,0.71,0.50,75.0,100.0,4,800
2,4,3,6,6,0.71,0.50,75.0,100.0,5,800
3,4,3,6,4,1.58,1.50,75.0,66.66666666666667,6,800
4,4,2,6,3,2.55,2.50,50.0,50.0,7,800
5,4,4,6,6,0.00,0.00,100.0,100.0,3,850
6,4,3,6,6,0.71,0.50,75.0,100.0,4,850
7,4,3,6,6,0.71,0.50,75.0,100.0,5,850
8,4,3,6,4,1.58,1.50,75.0,66.66666666666667,6,850
9,4,2,6,3,2.55,2.50,50.0,50.0,7,850
10,4,4,6,6,0.00,0.00,100.0,100.0,3,900
11,4,3,6,6,0.71,0.50,75.0,100.0,4,900
12,4,3,6,6,0.71,0.50,75.0,100.0,5,900
13,4,3,6,4,1.58,1.50,75.0,66.66666666666667,6,900
14,4,2,6,3,2.55,2.50,50.0,50.0,7,900
15,4,4,6,6,0.00,0.00,100.0,100.0,3,950
16,4,3,6,6,0.71,0.50,75.0,100.0,4,950
17,4,3,6,6,0.71,0.50,75.0,100.0,5,950
18,4,3,6,4,1.58,1.50,75.0,66.66666666666667,6,950
19,4,2,6,3,2.55,2.50,50.0,50.0,7,950
20,4,4,6,6,0.00,0.00,100.0,100.0,3,1000
21,4,3,6,6,0.71,0.50,75.0,100.0,4,1000
22,4,3,6,6,0.71,0.50,75.0,100.0,5,1000
23,4,3,6,4,1.58,1.50,75.0,66.66666666666667,6,1000
24,4,2,6,3,2.55,2.50,50.0,50.0,7,1000
25,4,4,6,6,0.00,0.00,100.0,100.0,3,1050
26,4,3,6,6,0.71,0.50,75.0,100.0,4,1050
27,4,3,6,6,0.71,0.50,75.0,100.0,5,1050
28,4,3,6,4,1.58,1.50,75.0,66.66666666666667,6,1050
29,4,2,6,3,2.55,2.50,50.0,50.0,7,1050
30,4,4,6,6,0.00,0.00,100.0,100.0,3,1100
31,4,3,6,6,0.71,0.50,75.0,100.0,4,1100
32,4,3,6,6,0.71,0.50,75.0,100.0,5,1100
33,4,3,6,4,1.58,1.50,75.0,66.66666666666667,6,1100
34,4,2,6,3,2.55,2.50,50.0,50.0,7,1100
35,4,4,6,6,0.00,0.00,100.0,100.0,3,1150
36,4,3,6,6,0.71,0.50,75.0,100.0,4,1150
37,4,3,6,6,0.71,0.50,75.0,100.0,5,1150
38,4,3,6,4,1.58,1.50,75.0,66.66666666666667,6,1150
39,4,2,6,3,2.55,2.50,50.0,50.0,7,1150
40,4,4,6,6,0.00,0.00,100.0,100.0,3,1200
41,4,3,6,6,0.71,0.50,75.0,100.0,4,1200
42,4,3,6,6,0.71,0.50,75.0,100.0,5,1200
43,4,3,6,4,1.58,1.50,75.0,66.66666666666667,6,1200
44,4,2,6,3,2.55,2.50,50.0,50.0,7,1200
45,4,4,6,6,0.00,0.00,100.0,100.0,3,1250
46,4,3,6,6,0.71,0.50,75.0,100.0,4,1250
47,4,3,6,6,0.71,0.50,75.0,100.0,5,1250
48,4,3,6,4,1.58,1.50,75.0,66.66666666666667,6,1250
49,4,2,6,3,2.55,2.50,50.0,50.0,7,1250
